X,Y
1386, 2
82, 432
382, 458
1046, 292
1068, 250
374, 420
1434, 464
1454, 351
728, 303
323, 468
1489, 162
78, 298
17, 347
63, 430
338, 139
372, 10
613, 325
309, 136
1125, 45
250, 59
721, 437
33, 271
483, 400
47, 368
444, 312
778, 50
1187, 168
1074, 284
854, 183
626, 114
1057, 499
49, 270
1061, 364
1054, 482
373, 286
778, 355
1118, 471
372, 454
31, 99
743, 98
347, 418
58, 49
1422, 347
990, 313
1074, 453
129, 152
392, 205
1071, 322
351, 393
393, 272
292, 99
1473, 221
741, 305
1275, 421
81, 366
1206, 103
1110, 401
336, 82
437, 251
273, 345
685, 40
363, 274
444, 412
75, 349
760, 404
1436, 381
678, 467
471, 395
1188, 384
1050, 369
751, 289
248, 472
241, 91
381, 446
1429, 205
645, 122
245, 26
1109, 243
510, 327
347, 64
385, 170
272, 159
725, 36
446, 60
357, 373
1088, 76
807, 497
1161, 229
809, 180
663, 16
1167, 254
782, 59
1432, 107
1402, 5
55, 368
1483, 59
1114, 384
1183, 31
117, 482
1133, 431
1087, 291
1429, 279
1220, 409
792, 258
1140, 205
17, 405
1196, 301
359, 325
1465, 442
1086, 173
1095, 496
1, 147
1187, 465
111, 194
1352, 483
397, 20
1136, 335
1497, 301
1230, 34
1172, 127
467, 160
870, 295
1147, 195
688, 113
1225, 8
1467, 446
345, 231
362, 35
327, 204
1449, 255
1038, 197
420, 60
863, 295
851, 313
757, 167
458, 354
402, 466
1423, 99
799, 114
339, 38
1242, 212
454, 308
1201, 269
1258, 197
1076, 159
1166, 22
1096, 403
1169, 1
13, 173
1154, 99
346, 6
1115, 337
1469, 240
416, 471
672, 186
71, 328
260, 500
692, 287
1082, 280
1172, 250
1172, 226
843, 56
30, 217
14, 200
36, 252
665, 254
633, 362
351, 273
841, 183
774, 276
1492, 424
1218, 415
697, 339
1042, 87
1454, 336
7, 118
1144, 62
1418, 97
1113, 12
42, 40
371, 169
663, 352
348, 183
658, 353
1105, 357
1426, 113
458, 313
422, 175
333, 462
688, 75
342, 499
1223, 11
348, 151
1124, 485
645, 125
384, 480
415, 338
1181, 345
1184, 406
400, 453
679, 437
745, 242
340, 197
737, 260
1160, 132
476, 230
416, 125
417, 200
479, 322
659, 434
420, 196
358, 265
1080, 118
1021, 42
801, 429
668, 171
636, 178
1013, 245
407, 358
247, 24
46, 403
62, 71
16, 197
314, 368
435, 84
256, 289
1012, 306
1070, 435
385, 445
1067, 291
1090, 280
1463, 303
69, 304
711, 75
1006, 411
1124, 178
334, 249
1109, 334
842, 400
496, 263
856, 475
31, 196
1460, 22
1159, 298
121, 73
1483, 267
299, 428
807, 241
322, 444
1486, 445
1276, 234
1049, 394
770, 487
1079, 28
355, 398
453, 93
728, 477
21, 449
296, 302
1047, 483
1100, 254
874, 425
30, 240
1066, 231
1080, 119
468, 488
276, 230
369, 398
5, 21
1175, 415
343, 148
1041, 248
27, 257
1436, 499
764, 255
13, 448
163, 37
355, 474
46, 393
456, 361
1477, 424
53, 89
748, 182
397, 336
1166, 174
33, 95
688, 385
641, 160
356, 205
409, 76
395, 176
307, 258
806, 290
1451, 452
1030, 2
1492, 353
0, 428
390, 297
92, 260
1134, 62
1194, 307
1430, 186
801, 128
502, 11
1143, 3
351, 122
962, 314
843, 33
310, 475
341, 102
348, 389
373, 32
1475, 133
1175, 346
1075, 278
1035, 498
131, 493
1130, 473
1268, 303
1034, 29
1438, 458
1127, 349
13, 138
1094, 294
778, 138
30, 136
71, 414
82, 498
394, 452
770, 208
13, 15
1218, 292
143, 393
409, 430
756, 206
41, 414
750, 43
235, 143
753, 20
820, 398
678, 9
1182, 256
349, 392
14, 252
64, 484
22, 174
335, 421
1128, 149
376, 64
1495, 221
1255, 11
368, 204
652, 275
710, 484
1196, 117
65, 420
1408, 253
1217, 455
1191, 88
1113, 88
252, 215
773, 416
437, 30
1023, 495
326, 242
483, 50
153, 113
1060, 358
418, 102
1004, 142
285, 416
1492, 79
377, 452
404, 307
363, 314
96, 152
778, 1
1497, 144
996, 252
755, 339
1199, 381
440, 33
1203, 351
398, 28
1041, 58
1143, 100
716, 369
1059, 303
718, 65
692, 160
287, 18
1028, 89
411, 131
1138, 186
711, 363
1371, 352
746, 241
807, 355
1189, 308
1098, 387
1413, 229
769, 106
710, 197
867, 41
1205, 249
1357, 165
1488, 491
100, 291
348, 122
1110, 104
781, 177
1410, 410
352, 271
433, 327
1400, 255
1166, 26
1075, 418
35, 21
1489, 398
675, 218
1412, 180
712, 41
347, 140
1277, 221
736, 274
752, 173
1079, 395
738, 18
1197, 327
466, 348
850, 325
1471, 481
306, 111
1426, 419
843, 262
424, 248
1353, 213
356, 404
698, 296
1143, 373
1153, 20
464, 401
716, 133
1106, 488
1383, 488
374, 79
689, 44
1479, 112
1260, 267
1028, 73
330, 298
710, 489
819, 174
678, 323
1173, 252
712, 353
423, 407
809, 77
251, 158
451, 385
323, 314
750, 468
389, 146
1234, 161
145, 450
811, 395
1112, 170
417, 259
1100, 278
818, 169
1436, 236
721, 27
852, 17
345, 301
900, 161
790, 405
1494, 345
739, 72
1489, 324
362, 201
63, 351
1100, 329
857, 221
327, 216
294, 183
293, 350
617, 21
1125, 140
93, 414
284, 457
0, 288
417, 418
80, 285
84, 330
826, 95
402, 28
67, 99
830, 116
843, 485
422, 378
760, 144
135, 4
378, 266
405, 53
1103, 2
1109, 208
1202, 143
510, 226
1155, 155
381, 346
716, 440
1185, 177
821, 92
1406, 2
384, 51
723, 411
1389, 187
65, 139
1089, 238
1472, 349
332, 5
1485, 269
337, 284
803, 471
817, 266
874, 399
503, 225
758, 416
882, 183
450, 265
728, 191
659, 360
1368, 314
1064, 101
1100, 159
1464, 330
721, 472
432, 389
724, 394
689, 385
426, 440
6, 408
1468, 158
1204, 159
1078, 427
313, 59
1100, 387
330, 26
1193, 141
146, 42
651, 250
1, 197
1384, 459
1010, 25
117, 45
773, 217
1430, 319
1073, 163
1091, 81
94, 11
480, 437
439, 256
1124, 47
711, 495
1151, 493
44, 185
1453, 323
1418, 197
318, 303
418, 357
1, 390
803, 325
856, 110
396, 2
1032, 460
323, 499
16, 315
477, 186
1273, 339
667, 487
1406, 135
314, 463
1066, 117
747, 412
1453, 410
726, 468
758, 491
370, 360
797, 362
324, 276
28, 58
1144, 312
862, 293
489, 159
53, 23
1488, 283
381, 111
755, 396
44, 81
1006, 110
360, 474
1171, 347
9, 240
769, 372
134, 200
1187, 108
641, 473
853, 314
1488, 489
1440, 316
756, 314
796, 423
1171, 472
413, 213
338, 194
321, 290
1031, 443
376, 135
755, 338
427, 239
782, 379
1083, 288
460, 89
1493, 341
389, 152
355, 320
1462, 267
372, 11
345, 196
1049, 484
1439, 131
759, 131
415, 81
366, 317
313, 329
75, 410
301, 343
286, 285
586, 15
117, 281
66, 92
1410, 453
380, 107
995, 102
1064, 169
731, 192
1472, 401
425, 332
298, 400
1369, 6
448, 25
4, 475
0, 58
1116, 219
79, 484
774, 294
721, 279
14, 169
380, 168
1400, 415
1264, 410
274, 126
655, 95
434, 133
1, 22
1495, 439
380, 428
807, 34
153, 48
113, 499
14, 384
747, 280
1272, 295
646, 190
364, 169
1016, 149
702, 274
1096, 432
427, 214
1156, 458
381, 18
1013, 155
71, 110
439, 340
437, 117
1432, 264
759, 72
798, 125
278, 485
1019, 70
899, 412
276, 85
1397, 183
734, 235
368, 201
1447, 145
752, 460
1445, 89
989, 416
1067, 369
350, 163
649, 129
326, 476
36, 315
1233, 237
1199, 232
244, 67
849, 80
752, 42
711, 427
79, 477
1123, 107
1087, 110
722, 54
1010, 107
363, 98
46, 235
55, 190
1496, 113
66, 224
736, 344
1081, 325
687, 292
736, 31
740, 491
1267, 138
843, 16
650, 84
285, 175
413, 225
257, 323
754, 290
69, 398
1004, 286
810, 124
1235, 279
709, 455
28, 234
723, 200
739, 397
1154, 127
1414, 384
45, 407
1080, 354
787, 299
1277, 493
703, 407
692, 229
1203, 110
5, 86
1288, 325
697, 495
1447, 494
788, 255
333, 306
765, 356
1475, 154
1090, 482
795, 30
1489, 441
364, 30
1113, 249
715, 221
338, 374
427, 73
820, 346
1052, 64
53, 323
1387, 164
1141, 390
1150, 338
16, 197
842, 237
756, 206
405, 281
812, 233
1010, 6
1108, 368
1444, 110
859, 73
694, 265
311, 243
789, 476
274, 352
685, 407
1084, 427
805, 291
774, 37
700, 23
41, 220
1397, 331
1118, 10
733, 149
732, 157
375, 363
41, 387
710, 62
1219, 224
607, 76
1471, 103
344, 186
529, 40
780, 148
55, 53
353, 53
1220, 24
1192, 279
689, 447
382, 162
876, 276
1373, 439
366, 410
1142, 157
1455, 388
793, 116
49, 236
321, 222
423, 232
1146, 416
866, 39
11, 169
249, 278
979, 11
1195, 436
1351, 438
33, 36
782, 58
162, 190
380, 342
364, 370
226, 268
1148, 428
465, 113
1474, 259
661, 175
44, 276
995, 488
737, 17
1434, 96
803, 264
1242, 10
272, 224
391, 276
1178, 63
307, 53
1039, 109
1473, 447
774, 214
1432, 329
326, 101
1249, 422
262, 202
60, 258
1133, 284
1458, 414
63, 368
1121, 12
1088, 393
326, 369
316, 260
423, 387
1091, 71
307, 84
17, 333
743, 266
91, 145
1386, 9
1167, 234
782, 193
748, 424
692, 164
1084, 435
639, 202
345, 415
1123, 101
1256, 494
1228, 238
1171, 363
1053, 274
355, 74
61, 243
7, 143
339, 132
55, 251
494, 53
1490, 440
1091, 493
823, 272
14, 255
435, 141
422, 212
1439, 342
408, 282
1119, 254
378, 474
296, 101
1478, 298
373, 454
436, 149
54, 220
1136, 41
298, 424
1490, 477
684, 133
1130, 349
308, 18
1122, 403
1231, 331
10, 187
63, 46
349, 390
1446, 257
28, 397
1471, 492
94, 50
415, 201
751, 359
89, 381
1041, 165
751, 72
645, 451
413, 457
1151, 377
350, 379
326, 15
750, 272
665, 418
1024, 220
1464, 479
825, 206
1404, 41
856, 64
738, 66
836, 381
716, 460
1424, 199
14, 439
1148, 243
421, 419
333, 38
368, 41
1208, 11
809, 127
1452, 416
100, 449
531, 304
1389, 268
439, 253
1017, 72
1462, 107
1040, 413
1263, 77
828, 365
1182, 444
1062, 273
722, 479
527, 224
1139, 468
361, 415
380, 76
1134, 313
94, 363
1414, 146
686, 414
316, 322
847, 52
710, 197
700, 377
754, 365
326, 298
399, 230
1101, 353
1154, 184
718, 187
383, 30
784, 349
1106, 109
1205, 249
107, 436
1173, 392
856, 152
62, 410
2, 492
2, 244
1444, 393
18, 334
14, 87
1048, 5
1434, 489
1492, 423
778, 353
373, 223
787, 237
40, 471
694, 428
262, 166
1451, 325
283, 278
1134, 57
750, 124
1437, 5
711, 259
1181, 200
711, 401
1057, 226
1446, 321
69, 485
249, 49
798, 25
236, 113
1115, 267
772, 206
1045, 383
682, 84
1025, 467
1074, 43
88, 495
1409, 359
742, 181
289, 27
822, 335
1152, 416
760, 447
760, 199
1033, 139
26, 42
309, 165
1114, 175
20, 307
144, 392
845, 413
811, 398
66, 444
853, 280
1384, 30
296, 408
378, 236
789, 371
443, 268
1497, 5
1451, 386
1379, 408
89, 393
1157, 325
377, 148
6, 11
823, 461
238, 242
667, 58
1120, 32
29, 109
29, 275
1044, 243
853, 198
1424, 472
261, 175
1447, 42
418, 494
1163, 157
1006, 35
1134, 232
459, 93
97, 349
700, 178
767, 206
299, 176
710, 110
38, 451
773, 185
738, 358
694, 406
785, 306
804, 380
743, 430
346, 95
1085, 379
1074, 229
1102, 96
383, 44
1020, 67
706, 493
31, 378
441, 107
399, 83
71, 280
802, 54
1428, 427
727, 111
1081, 144
1124, 129
355, 28
1458, 62
1124, 393
1082, 55
362, 257
831, 222
1147, 75
1047, 256
389, 325
78, 342
794, 392
778, 114
835, 289
1432, 88
423, 483
742, 273
725, 485
304, 2
653, 211
346, 248
709, 409
347, 258
34, 489
294, 413
327, 130
1103, 68
11, 415
1182, 360
468, 374
1465, 417
370, 258
1482, 284
470, 266
1147, 294
383, 256
737, 133
1159, 108
1258, 476
381, 153
871, 3
1431, 318
19, 465
711, 275
307, 435
70, 411
1417, 240
704, 411
671, 40
1475, 308
830, 358
85, 406
1124, 448
60, 24
736, 63
414, 117
7, 119
1410, 353
829, 102
754, 85
757, 340
813, 497
1465, 467
420, 139
423, 427
1208, 292
814, 181
321, 156
1176, 386
1044, 108
1187, 485
1080, 340
833, 464
1416, 342
1145, 358
407, 269
685, 280
1133, 318
1273, 452
59, 495
398, 488
396, 315
846, 430
1216, 494
1130, 393
1228, 380
744, 60
1413, 253
1256, 110
734, 167
376, 134
816, 128
338, 205
492, 138
1122, 66
29, 450
1469, 365
1099, 312
265, 47
433, 318
753, 64
1104, 265
944, 457
1124, 321
269, 397
1405, 40
749, 296
1204, 493
409, 105
326, 401
1341, 443
372, 54
20, 318
763, 250
355, 151
361, 96
1478, 41
96, 250
787, 40
711, 442
469, 190
1061, 228
423, 94
447, 189
667, 42
372, 287
743, 68
359, 494
296, 220
1116, 96
441, 47
1088, 479
891, 406
790, 22
804, 72
794, 177
1035, 191
1219, 263
1094, 236
1228, 62
479, 371
1030, 482
853, 298
1069, 130
841, 78
4, 79
791, 39
1071, 2
270, 70
760, 450
52, 334
1224, 93
307, 20
1073, 398
1475, 46
1190, 201
674, 284
405, 294
456, 318
1397, 30
667, 397
389, 291
1071, 47
792, 142
1226, 156
311, 210
886, 49
730, 60
1459, 363
1053, 209
815, 20
124, 58
646, 327
1075, 137
79, 63
1088, 376
51, 84
980, 214
1112, 58
659, 296
1079, 141
1168, 436
75, 366
1022, 417
1060, 378
728, 277
776, 206
1447, 408
818, 288
1114, 389
275, 359
482, 362
757, 57
1177, 250
712, 389
77, 102
1471, 316
42, 305
1182, 470
691, 136
623, 14
65, 105
1111, 403
730, 145
1446, 393
1457, 347
722, 204
734, 168
832, 203
385, 303
1136, 84
1149, 169
793, 23
1453, 341
336, 221
837, 391
318, 469
30, 343
1364, 395
632, 498
1009, 275
1072, 342
1391, 293
345, 434
765, 363
350, 276
849, 425
810, 339
364, 45
1, 108
1116, 94
7, 168
1167, 239
418, 13
13, 366
862, 12
59, 394
861, 180
1092, 14
1105, 290
5, 442
43, 185
452, 426
429, 322
1476, 431
481, 483
1167, 23
802, 414
867, 123
1217, 131
1418, 474
1436, 147
311, 72
698, 433
1155, 144
1082, 109
325, 102
765, 237
1462, 19
1098, 460
451, 301
1387, 95
370, 153
830, 201
768, 0
1128, 407
1481, 290
375, 8
1436, 278
821, 484
768, 401
802, 312
442, 87
291, 302
604, 150
817, 81
457, 113
807, 390
367, 397
297, 291
674, 279
30, 468
1466, 470
622, 213
79, 477
1175, 188
1196, 326
500, 208
760, 60
432, 94
689, 35
789, 313
1046, 369
1492, 13
631, 40
125, 143
1172, 28
1121, 454
1157, 229
347, 435
625, 267
792, 13
1019, 234
22, 382
437, 469
453, 458
829, 285
12, 479
45, 355
343, 126
466, 399
864, 38
397, 426
1156, 136
416, 489
413, 12
1441, 386
1230, 346
750, 138
1093, 9
1431, 123
851, 15
1113, 189
843, 129
296, 442
1478, 333
1415, 26
451, 320
1139, 5
382, 38
1139, 226
834, 467
1145, 283
19, 305
1144, 117
1224, 132
655, 94
1440, 248
43, 72
1124, 75
353, 171
1179, 206
422, 291
417, 401
1475, 140
1171, 500
390, 373
1245, 455
1073, 266
72, 229
325, 359
1459, 139
371, 316
70, 169
409, 116
1142, 438
1178, 449
29, 314
1249, 477
469, 50
698, 56
376, 428
372, 230
1161, 38
700, 140
1127, 136
1196, 195
378, 73
11, 275
707, 204
1408, 378
0, 493
1167, 367
1124, 314
740, 93
90, 96
411, 125
693, 64
1000, 68
462, 195
1086, 466
28, 310
1036, 415
1070, 481
57, 379
1180, 402
466, 13
1080, 197
1109, 253
1, 164
29, 360
478, 219
46, 137
1086, 182
425, 325
1474, 426
807, 295
758, 345
1241, 479
347, 447
1479, 189
12, 279
1217, 28
367, 224
322, 68
324, 267
273, 158
745, 252
833, 105
331, 129
732, 207
637, 147
664, 323
765, 95
1033, 471
655, 331
837, 500
798, 468
1106, 156
869, 116
662, 171
270, 193
767, 77
10, 106
668, 128
781, 268
1452, 479
96, 206
698, 348
763, 263
770, 187
1150, 193
799, 295
681, 249
520, 231
1072, 177
322, 41
674, 251
749, 24
1375, 29
1064, 320
1221, 498
87, 380
776, 396
767, 195
1033, 101
1463, 142
777, 481
39, 81
1426, 462
500, 191
7, 37
1151, 45
374, 152
1172, 266
1192, 294
743, 483
1199, 392
1192, 236
1019, 154
370, 314
29, 331
45, 396
63, 79
1053, 194
1078, 351
1184, 116
1487, 381
279, 190
1472, 72
347, 106
324, 229
50, 33
1202, 454
1450, 348
785, 55
33, 75
1489, 72
741, 199
1129, 37
823, 120
664, 250
42, 40
764, 421
283, 239
763, 85
1497, 415
425, 209
849, 21
780, 338
329, 278
457, 114
815, 14
1223, 333
1014, 277
1012, 47
1160, 450
16, 86
1248, 256
1190, 461
1185, 322
1474, 383
642, 59
71, 229
1086, 229
320, 16
1456, 144
1453, 494
421, 269
386, 21
1154, 76
753, 147
464, 15
61, 474
42, 261
1200, 129
1487, 47
777, 443
1438, 430
281, 9
1079, 244
757, 57
603, 354
847, 25
1140, 500
1247, 394
848, 352
340, 245
337, 394
414, 131
1122, 390
16, 179
123, 288
1043, 191
1442, 197
873, 53
10, 287
1474, 441
1178, 436
1473, 435
807, 257
43, 176
3, 144
453, 404
1124, 468
1073, 433
1494, 303
752, 150
1164, 458
1162, 172
1037, 353
382, 239
82, 54
1102, 57
262, 38
426, 365
826, 124
1150, 62
423, 407
1192, 106
810, 122
1116, 382
1117, 120
6, 199
761, 386
1137, 191
635, 120
1077, 443
275, 483
697, 408
1185, 235
11, 458
1100, 39
1467, 207
810, 483
1010, 421
753, 411
27, 380
1219, 61
71, 430
1266, 467
93, 469
661, 446
661, 315
1028, 56
740, 143
1439, 51
652, 471
764, 339
864, 153
21, 287
359, 87
1041, 211
1488, 113
645, 399
1191, 196
425, 329
1495, 197
1184, 472
1486, 11
413, 127
415, 387
477, 499
495, 88
1478, 395
1010, 249
781, 90
254, 372
276, 344
748, 457
1170, 222
791, 54
1441, 284
357, 85
1466, 117
728, 91
448, 443
449, 407
481, 452
21, 323
1200, 424
1491, 246
309, 176
771, 340
667, 343
833, 283
478, 118
1110, 308
802, 316
1119, 227
434, 192
756, 466
344, 431
1253, 251
1150, 402
806, 365
1119, 143
26, 494
691, 71
6, 499
1456, 170
1156, 326
375, 290
15, 391
1167, 187
730, 40
412, 423
692, 149
21, 160
1431, 380
744, 389
1480, 93
1001, 468
1159, 384
272, 214
421, 89
245, 396
1188, 483
1467, 429
596, 346
396, 185
1170, 190
803, 62
659, 453
313, 448
412, 315
454, 345
46, 121
702, 478
633, 272
1107, 258
415, 93
1419, 494
466, 323
68, 266
36, 374
1115, 456
284, 89
1104, 16
1443, 463
410, 377
1440, 494
1088, 206
1027, 76
374, 340
461, 131
1274, 70
676, 182
1107, 219
731, 124
701, 268
1425, 144
61, 211
39, 265
1109, 117
260, 168
355, 468
1212, 276
1206, 215
754, 123
246, 279
367, 286
1489, 390
1018, 9
328, 464
328, 350
52, 199
399, 228
1096, 329
83, 229
805, 135
1484, 221
98, 19
20, 441
66, 396
463, 49
97, 191
1432, 166
285, 255
1187, 191
686, 88
1439, 465
441, 127
1471, 471
1456, 411
1174, 152
357, 106
1226, 71
880, 365
1455, 297
1182, 51
1387, 333
417, 305
349, 308
1162, 477
44, 22
1451, 376
49, 274
714, 130
45, 382
399, 3
829, 116
1084, 478
996, 312
1415, 121
717, 157
1169, 462
36, 408
1475, 472
617, 172
24, 19
416, 483
1083, 400
13, 18
69, 165
338, 360
1419, 459
17, 222
1080, 201
601, 209
1471, 307
341, 186
1047, 167
1138, 54
391, 446
1067, 237
1063, 150
1385, 258
357, 150
18, 177
669, 64
32, 314
723, 232
80, 264
784, 156
1190, 141
358, 134
1083, 3
46, 168
740, 270
3, 373
317, 113
1385, 479
367, 93
1424, 210
762, 377
327, 424
403, 209
253, 39
834, 199
278, 115
1429, 62
496, 446
62, 307
81, 104
61, 222
1442, 461
1442, 292
479, 312
356, 166
1148, 151
1431, 398
1180, 256
1456, 35
1477, 489
1490, 176
1198, 147
846, 319
727, 401
376, 205
1479, 385
345, 362
1471, 48
340, 490
515, 200
1150, 456
429, 32
683, 446
1220, 58
1127, 291
741, 259
637, 280
1127, 105
984, 341
1338, 392
742, 29
1061, 373
640, 58
1498, 43
726, 346
1405, 188
410, 500
448, 436
1192, 432
1090, 5
70, 497
477, 28
1453, 109
387, 251
1436, 83
1066, 392
820, 183
1176, 152
1365, 4
882, 227
1445, 259
1462, 307
298, 361
1087, 385
419, 479
1129, 155
756, 401
61, 457
845, 292
1113, 212
648, 94
303, 300
327, 377
54, 223
736, 50
425, 387
709, 94
847, 256
1, 34
468, 220
1065, 56
1266, 476
243, 127
749, 195
403, 495
689, 333
531, 30
289, 264
1442, 91
61, 135
1413, 45
807, 260
1259, 215
6, 76
1454, 71
777, 76
759, 8
1072, 417
1077, 323
1095, 289
639, 127
352, 465
1110, 429
85, 397
423, 389
1430, 17
305, 362
1268, 69
1150, 70
853, 434
360, 208
1482, 240
1175, 10
770, 403
1454, 72
46, 497
1182, 231
1047, 162
676, 453
1361, 130
619, 312
472, 328
276, 135
771, 408
1191, 24
1181, 167
407, 331
320, 150
150, 133
1455, 475
1163, 340
1133, 96
1425, 294
403, 452
1470, 452
715, 427
270, 143
25, 358
325, 152
502, 166
381, 262
749, 403
501, 347
431, 187
1205, 38
1437, 233
1129, 302
456, 269
51, 91
1373, 292
1096, 155
1214, 416
390, 328
1171, 278
441, 398
25, 146
62, 123
338, 73
386, 187
742, 141
903, 63
1487, 264
1124, 89
1198, 459
1169, 352
725, 226
50, 408
769, 25
800, 211
739, 283
1429, 114
1153, 248
729, 97
34, 338
881, 397
1362, 301
1488, 96
1184, 109
1072, 220
1414, 188
50, 344
1458, 262
123, 245
367, 158
361, 1
1459, 197
742, 298
95, 256
1465, 252
1442, 63
614, 120
1449, 413
1137, 271
1082, 282
1119, 256
392, 280
1124, 64
772, 277
758, 122
530, 374
1231, 66
360, 312
1146, 143
812, 207
1472, 288
1436, 325
600, 490
356, 331
326, 190
710, 203
36, 128
375, 412
762, 40
479, 377
689, 199
1063, 438
1242, 488
756, 428
848, 246
1225, 341
1481, 277
1467, 398
804, 221
1000, 38
99, 345
1482, 363
15, 283
1143, 347
414, 27
461, 21
242, 241
714, 448
424, 32
422, 61
33, 305
1192, 70
307, 67
780, 143
392, 438
419, 29
807, 6
385, 409
1425, 375
754, 305
1372, 71
233, 498
684, 174
668, 467
389, 489
53, 435
666, 369
367, 133
1435, 244
1036, 458
654, 341
1409, 37
1048, 219
277, 24
727, 20
1488, 344
1412, 357
840, 413
1436, 445
1201, 406
430, 83
827, 330
1449, 469
341, 150
427, 190
830, 476
754, 467
437, 157
364, 30
413, 163
402, 376
1095, 142
34, 372
48, 435
1124, 98
1481, 350
794, 7
858, 252
753, 325
362, 118
1452, 34
1390, 36
773, 80
1044, 382
1423, 40
270, 397
308, 70
17, 365
56, 103
403, 5
661, 260
1475, 335
451, 6
59, 332
325, 119
406, 395
327, 15
348, 7
79, 110
